| NO   | NO EMP | PUESTO                 | APELLIDO PATERNO | APELLIDO MATERNO  | NOMBRE               | TELEFONO   | EDAD | SEXO       | ESTADO |
| 1011 | 320559 | ProfPrim               | LEAL             | SUAREZ            | EMILIO               | 6461030411 | 36   | HOMBRE     | TS |
| 1012 | 319402 | Arquitect              | PACHECO          | OCHOA             | MIGUEL               | 6461013864 | 44   | HOMBRE     | JC |
| 1013 | 318382 | EspRRHH                | VARGAS           | CASILLAS          | JORGE                | 6461024943 | 39   | HOMBRE     | SL |
| 1014 | 318677 | AnMktDg                | MOLINA           | QUINTERO          | FRANCISCO            | 6461002762 | 19   | HOMBRE     | CM |
| 1015 | 325309 | ProfPrim               | ROJAS            | JIMENEZ           | ARTURO               | 6461003176 | 26   | HOMBRE     | ZS |
| 1016 | 308449 | Contado                | VEGA             | REYES             | PILAR                | 6461010707 | 20   | MUJER      | SL |
| 1017 | 326807 | EspERen                | VALENCIA         | FLORES            | MARIO                | 6461016959 | 44   | HOMBRE     | BC |
| 1018 | 319851 | EspSeg                 | LOPEZ            | AGUILAR           | ALEJANDRA            | 6461011262 | 47   | MUJER      | CC |
| 1019 | 326351 | EspLog                 | LOPEZ            | REYES             | SOFIA                | 6461006754 | 26   | MUJER      | NT |
| 1020 | 311534 | InvCien                | GARZA            | ZAMORA            | JUAN                 | 6461013993 | 28   | HOMBRE     | BS |
| 1021 | 325475 | DisUX                  | ROMAN            | RIVERA            | ISRAEL               | 6461010062 | 44   | HOMBRE     | NL |
| 1022 | 323854 | Abogado                | GOMEZ            | CALZADA           | FERNANDO             | 6461031724 | 22   | HOMBRE     | GT |
| 1023 | 330515 | Abogado                | ORTIZ            | ESPINOZA          | OSCAR                | 6461000835 | 33   | HOMBRE     | DG |
| 1024 | 320651 | Traduct                | ORTIZ            | GUZMAN            | ENRIQUE              | 6461030746 | 40   | HOMBRE     | GR |
| 1025 | 319163 | TecSup                 | PARDO            | MOLINA            | JUAN                 | 6461007508 | 24   | HOMBRE     | YN |
| 1026 | 307718 | MedGen                 | SALAZAR          | DIAZ              | ROSA                 | 6461030808 | 36   | MUJER      | TL |
| 1027 | 322941 | AnMktDg                | RIVERA           | MACIAS            | SUSANA               | 6461012501 | 24   | MUJER      | GR |
| 1028 | 330427 | DevSoft                | MORA             | MOLINA            | ALEJANDRO            | 6461009517 | 46   | HOMBRE     | OC |
| 1029 | 302843 | AnMktDg                | LOPEZ            | NUNEZ             | ALEJANDRO            | 6461027511 | 44   | HOMBRE     | DF |
| 1030 | 302307 | AnlDatos               | MENENDEZ         | GUERRERO          | CLARA                | 6461001345 | 35   | MUJER      | VZ |
| 1031 | 301044 | TecSup                 | CASTANEDA        | ROJAS             | ENRIQUE              | 6461000657 | 28   | HOMBRE     | DG |
| 1032 | 322394 | EdCont                 | GOMEZ            | BAUTISTA          | ANTONIO              | 6461032668 | 39   | HOMBRE     | PL |
| 1033 | 316667 | Arquitect              | TOVAR            | LOPEZ             | CLARA                | 6461026209 | 21   | MUJER      | QT |
| 1034 | 322738 | Contado                | ROLDAN           | SOLANO            | JAVIER               | 6461008744 | 24   | HOMBRE     | DF |
| 1035 | 332335 | IngRed                 | TOVAR            | VALDES            | RICARDO              | 6461029267 | 30   | HOMBRE     | NL |
| 1036 | 302576 | InvCien                | LOPEZ            | REYES             | FRANCISCO            | 6461010304 | 28   | HOMBRE     | CL |
| 1037 | 326671 | AnlDatos               | MACIEL           | VALDES            | ARMANDO              | 6461031631 | 29   | HOMBRE     | JC |
| 1038 | 307568 | DevSoft                | ROJAS            | TORRES            | CONSUELO             | 6461016020 | 46   | MUJER      | SL |
| 1039 | 325856 | EdCont                 | GARZA            | LEON              | JUAN                 | 6461000850 | 24   | HOMBRE     | QT |
| 1040 | 307404 | Abogado                | NUNEZ            | MENDOZA           | JULIA                | 6461007342 | 47   | MUJER      | CH |
| 1041 | 317259 | EspLog                 | FERNANDEZ        | VARGAS            | ANTONIA              | 6461010474 | 39   | MUJER      | MN |
| 1042 | 317630 | EspSeg                 | ROJAS            | REYES             | ROBERTO              | 6461004564 | 43   | HOMBRE     | GR |
| 1043 | 304657 | EspSeg                 | TORRES           | SALAZAR           | ALBERTO              | 6461020302 | 24   | HOMBRE     | DF |
| 1044 | 309328 | Abogado                | BAUTISTA         | CASTILLO          | NATALIA              | 6461025121 | 48   | MUJER      | TC |
| 1045 | 309770 | DevSoft                | LEAL             | MOLINA            | SONIA                | 6461021658 | 28   | MUJER      | CH |
| 1046 | 311510 | DisUX                  | AGUILAR          | AGUILAR           | OSCAR                | 6461006662 | 39   | HOMBRE     | CH |
| 1047 | 312013 | AnMktDg                | URIBE            | GOMEZ             | MARiA                | 6461017929 | 31   | MUJER      | SP |
| 1048 | 330376 | IngElec                | VARELA           | MACIAS            | VICTORIA             | 6461008601 | 40   | MUJER      | AG |
| 1049 | 332720 | AsServ                 | ALVARADO         | HIDALGO           | CARMEN               | 6461014616 | 44   | MUJER      | GT |
| 1050 | 305596 | AsistAdm               | PENA             | ARIAS             | RAQUEL               | 6461009815 | 49   | MUJER      | YN |
| 1051 | 312834 | Abogado                | CASTILLO         | VEGA              | ARTURO               | 6461029434 | 49   | HOMBRE     | BC |
| 1052 | 301825 | EspERen                | CRUZ             | SOLIS             | LOURDES              | 6461014659 | 18   | MUJER      | QT |
| 1053 | 320173 | DevSoft                | HERNANDEZ        | SOTO              | ANA                  | 6461022916 | 21   | MUJER      | PL |
| 1054 | 301238 | Enferm                 | RIVERA           | ROJAS             | LOURDES              | 6461004235 | 19   | MUJER      | PL |
| 1055 | 304292 | IngRed                 | REYES            | HERNANDEZ         | EDUARDO              | 6461023870 | 50   | HOMBRE     | GR |
| 1056 | 305878 | EspLog                 | GOMEZ            | RAMOS             | SALVADOR             | 6461001818 | 25   | HOMBRE     | BC |
| 1057 | 324292 | Enferm                 | CHACON           | CASTILLO          | MARiA                | 6461012856 | 37   | MUJER      | ZS |
| 1058 | 328192 | AnlSist                | ROLDAN           | JIMENEZ           | GLORIA               | 6461002494 | 38   | MUJER      | SR |
| 1059 | 309013 | AsistAdm               | HERNANDEZ        | ROJAS             | MARIO                | 6461021969 | 18   | HOMBRE     | VZ |
| 1060 | 311565 | AsistAdm               | SALAZAR          | FERNANDEZ         | SILVIA               | 6461028877 | 36   | MUJER      | SL |
| 1061 | 330380 | ChefEje                | VALENCIA         | MACIAS            | SUSANA               | 6461006556 | 21   | MUJER      | AG |
| 1062 | 314554 | AsServ                 | MUNGUIA          | SILVA             | ENRIQUE              | 6461007786 | 19   | HOMBRE     | VZ |
| 1063 | 300995 | Contado                | CASTANEDA        | MENENDEZ          | DANIEL               | 6461018429 | 25   | HOMBRE     | HG |
| 1064 | 302883 | EdCont                 | MENENDEZ         | FERNANDEZ         | ROBERTO              | 6461027873 | 31   | HOMBRE     | MS |
| 1065 | 322614 | EdCont                 | BARRIOS          | SOSA              | CLARA                | 6461001338 | 32   | MUJER      | QT |
| 1066 | 328996 | ProfPrim               | MEDINA           | MEDINA            | LOURDES              | 6461021931 | 35   | MUJER      | MC |
| 1067 | 327441 | TecSup                 | ZAMORA           | TORRES            | MARTA                | 6461024593 | 38   | MUJER      | TS |
| 1068 | 304612 | Contado                | ROSALES          | MORA              | ISRAEL               | 6461004378 | 50   | HOMBRE     | NL |
| 1069 | 314767 | AsistAdm               | MUNGUIA          | RAMIREZ           | ANA                  | 6461010003 | 22   | MUJER      | GT |
| 1070 | 315660 | ConsFin                | LOPEZ            | CASTANEDA         | EDUARDO              | 6461004033 | 34   | HOMBRE     | JC |
| 1071 | 319609 | AsistAdm               | CASTILLO         | CORDERO           | SOFIA                | 6461007253 | 45   | MUJER      | BC |
| 1072 | 319103 | PsOrg                  | JIMENEZ          | TORRES            | PEDRO                | 6461027158 | 36   | HOMBRE     | YN |
| 1073 | 305991 | Arquitect              | MEDINA           | MUNGUIA           | VICTORIA             | 6461005939 | 25   | MUJER      | MN |
| 1074 | 326278 | IngElec                | MALDONADO        | CASTILLO          | RAQUEL               | 6461002006 | 50   | MUJER      | NL |
| 1075 | 314609 | IngRed                 | MERCADO          | PACHECO           | SILVIA               | 6461007228 | 28   | MUJER      | BC |
| 1076 | 305687 | ChefEje                | HERNANDEZ        | LARA              | RICARDO              | 6461002040 | 48   | HOMBRE     | DG |
| 1077 | 300442 | DisUX                  | CHACON           | PARDO             | NATALIA              | 6461001938 | 39   | MUJER      | QR |
| 1078 | 300445 | DevSoft                | ESTRELLA         | VARELA            | ISRAEL               | 6461004349 | 49   | HOMBRE     | MN |
| 1079 | 328195 | AsistAdm               | CORDERO          | OSORIO            | JULIA                | 6461019116 | 46   | MUJER      | DF |
| 1080 | 318570 | IngElec                | SOLIS            | ZAMORA            | EDUARDO              | 6461021566 | 30   | HOMBRE     | HG |
| 1081 | 312974 | Enferm                 | SERRANO          | RAMOS             | AURORA               | 6461028526 | 42   | MUJER      | GR |
| 1082 | 325273 | TrabSoc                | CRUZ             | RAMIREZ           | PEDRO                | 6461027624 | 22   | HOMBRE     | CL |
| 1083 | 326288 | EspERen                | QUINTERO         | ESPINOSA          | CARLOS               | 6461007556 | 26   | HOMBRE     | BC |
| 1084 | 312847 | DisGraf                | MERCADO          | CHACON            | ADRIANA              | 6461007871 | 23   | MUJER      | SP |
| 1085 | 326988 | PsOrg                  | HIDALGO          | MUNGUIA           | MIGUEL               | 6461016486 | 46   | HOMBRE     | QT |
| 1086 | 310360 | ProfPrim               | SALAZAR          | ESCOBAR           | ANTONIA              | 6461030976 | 21   | MUJER      | SR |
| 1087 | 326898 | Traduct                | BELTRAN          | BARRIOS           | FRANCISCO            | 6461006614 | 36   | HOMBRE     | GR |
| 1088 | 309846 | Contado                | FERNANDEZ        | ROMERO            | CONSUELO             | 6461024058 | 44   | MUJER      | TL |
| 1089 | 306639 | DisGraf                | DIAZ             | PARDO             | SUSANA               | 6461008277 | 30   | MUJER      | PL |
| 1090 | 318120 | Contado                | MENDEZ           | MENDOZA           | JAVIER               | 6461014191 | 35   | HOMBRE     | VZ |
| 1091 | 332761 | EspSeg                 | TORRES           | FLORES            | MERCEDES             | 6461004974 | 49   | MUJER      | SP |
| 1092 | 311551 | Contado                | PARDO            | HERRERA           | SONIA                | 6461006645 | 18   | MUJER      | CL |
| 1093 | 322868 | ChefEje                | QUINTERO         | RAMOS             | BEATRIZ              | 6461008461 | 44   | MUJER      | SL |
| 1094 | 314299 | AnlDatos               | CRUZ             | PACHECO           | GABRIELA             | 6461018924 | 20   | MUJER      | ZS |
| 1095 | 305770 | IngRed                 | MENENDEZ         | ROMERO            | ARMANDO              | 6461000580 | 22   | HOMBRE     | ZS |
| 1096 | 324218 | Arquitect              | GOMEZ            | VARELA            | SUSANA               | 6461004815 | 25   | MUJER      | YN |
| 1097 | 328042 | DisGraf                | SANDOVAL         | MORA              | RAUL                 | 6461027418 | 50   | HOMBRE     | QT |
| 1098 | 328591 | RepVInt                | IGLESIAS         | ROSALES           | ARTURO               | 6461027365 | 30   | HOMBRE     | JC |
